,theta,Z
0,3.6123922396144605,1
1,3.347961583515871,0
2,2.4280031981929713,1
3,5.3202795556627,0
4,3.5650606212946565,1
5,2.443370281853084,1
6,8.905014416414456,0
7,5.611324422779758,0
8,4.636755678347598,1
9,1.5009917501642491,1
10,9.985452797478152,0
11,8.079545403862396,0
12,2.6757089370858615,1
13,1.2942449935613336,1
14,7.210852720518936,0
15,9.635368368936348,0
16,9.920376583991658,0
17,5.097168387540191,0
18,5.477645797729165,0
19,2.904413442776973,0
20,1.1711114796167703,1
21,7.728137823290222,1
22,8.339837192624827,0
23,8.648014734331689,0
24,5.356947172202708,1
25,3.105652105949635,1
26,10.148103150529506,0
27,4.249822139102886,1
28,5.1292074042808435,1
29,2.2404667572368946,1
30,4.012229830059154,1
31,6.30759073834928,0
32,5.0683938329774625,0
33,2.418901987861378,1
34,5.965271996751075,0
35,6.214228549083767,0
36,11.737637644011835,0
37,7.96669315804475,0
38,4.893768254580753,0
39,4.3049389472905055,0
40,7.086386022373918,0
41,9.847882483680792,0
42,8.789411220252155,0
43,7.650099107179827,0
44,5.1439935166495,0
45,3.384786466946508,1
46,8.44346575792873,0
47,2.472745988393382,0
48,6.186221235198853,0
49,5.923958901195593,0
50,9.438060600208516,0
51,4.387882106463361,0
52,5.666944263880289,0
53,4.427233108855912,1
54,7.199949327749246,0
55,1.322315580306019,1
56,5.889583145004895,0
57,5.994520571886202,1
58,6.938161953265448,0
59,9.066456833542563,0
60,5.40428795175052,0
61,9.841044734220732,0
62,11.113641697141814,0
63,6.088304419856466,0
64,2.9572427614246006,1
65,8.231960055593222,0
66,7.028016646573684,0
67,5.377125326521142,0
68,10.032754283404412,0
69,8.331421541965536,0
70,6.200287383959045,0
71,8.240620964089453,0
72,6.0115011640112,0
73,9.697829713225794,1
74,1.654301338923362,0
75,3.2696175871375175,1
76,10.36546304667801,0
77,7.13921856512099,0
78,6.149629984104567,0
79,5.628457333023581,0
80,7.039213937718206,1
81,3.2649701033557683,1
82,9.32534126069245,0
83,6.928398766309024,0
84,3.421975623933977,1
85,4.344774753309138,0
86,10.579870898310759,0
87,4.987827605683133,1
88,4.870558255301092,0
89,5.705996339319016,0
90,4.172010008284367,0
91,2.5134796580688876,1
92,7.589343146059168,1
93,5.592472650954106,0
94,1.6943937475935182,1
95,2.626406160006546,0
96,11.471072137496758,0
97,6.304212058525409,0
98,4.268906271593876,0
99,2.491966287627633,0
100,7.6410795766848185,0
101,5.833275649711803,0
102,1.140443005258336,1
103,10.220293939681172,0
104,3.0499446296296147,1
105,8.020550901305274,1
106,11.0710443293125,0
107,4.139039184786437,0
108,10.165463585542557,0
109,2.8094777616748545,1
110,6.280410675598949,0
111,8.297280725548408,0
112,3.389986008351591,0
113,7.093150391935351,0
114,10.821935114075275,0
