,theta,Z
0,2.7151454481629864,1
1,1.4207869319608288,1
2,3.1026126292211127,1
3,1.0171668406022585,1
4,4.323733612655945,1
5,1.8587645210974082,1
6,4.486857959085632,1
7,2.76980467943941,1
8,4.9637428012977045,1
9,1.2198219396712335,0
10,4.285933122437248,1
11,1.400063057357393,1
12,4.070906352074289,1
13,3.3035413492177113,1
14,2.5997613806884106,1
15,3.6186303223449956,1
16,3.0700965164455054,1
17,4.615489247718439,1
18,4.0497423420794725,1
19,2.8286399767652814,1
20,1.8030488989782716,1
21,1.4091225890165737,0
22,3.498580249717495,1
23,3.1566829229874958,1
24,2.657679316697849,1
25,3.2507848964056056,1
26,0.7457707949440375,1
27,4.990172283680706,1
28,1.1520497710895226,1
29,3.184710998917205,1
30,3.674046730416394,1
31,4.942013364731234,1
32,2.170946916402749,1
33,0.9818341222843959,0
34,0.9669186502074241,1
35,4.231009197994082,1
36,4.869166420551801,1
37,2.314664105313601,1
38,2.16560986853718,1
39,0.8422425223529768,1
40,2.2164963857639868,1
41,1.4845825699610504,1
42,1.4643636682925893,0
43,3.5760858016156654,1
44,3.214652251839776,0
45,2.87403060088212,1
46,3.510550840017315,1
47,1.5427135569868007,1
48,1.6046034284449437,1
49,1.8549020526141664,1
50,3.2044729812572097,1
51,2.5277149054273917,1
52,3.540032115972458,1
53,1.0437640532210934,1
54,0.5337084027109305,1
55,3.590172167703091,1
56,4.027240796819355,1
57,2.5657369130342875,1
58,1.3094836089616713,1
59,3.0893205113110476,1
60,4.017588718547105,1
61,2.769023528581694,1
62,1.3314348879151978,0
63,0.7976638371462783,0
64,1.9582022407282516,1
65,1.94632250154181,1
66,3.6864386111775804,1
67,3.4881517064253122,1
68,2.4429874923752437,1
69,1.529393313549288,1
70,3.1212219180639744,1
71,1.4290564777341648,0
72,4.724818397769372,1
73,0.6963533956911321,1
74,2.0622285519144548,1
75,2.205163051110979,1
76,1.8979322375487526,1
77,4.208368067926664,1
78,1.7917850153615844,1
79,1.5434029008463441,1
80,3.0608120969865866,1
81,2.7171121116053882,1
82,4.1368960053025,1
83,1.8770529285370974,1
84,1.1296809785757849,1
85,3.7342470070432965,1
86,4.5948873619654895,1
