,theta,Z
0,0.40869282488484254,0
1,0.2224322617264949,0
2,0.12681502818895576,0
3,0.8477777374253108,0
4,0.46788417605629107,0
5,1.0104194866094978,0
6,1.1703840356785191,0
7,0.7729431460207402,0
8,0.011816297208371724,0
9,0.09147019829128125,0
10,0.7112823460335088,0
11,1.892420753629343,0
12,0.4382312096067944,0
13,0.17825308720474375,0
14,0.31182857158131366,0
15,0.3423075391651065,0
16,2.53652987671913,0
17,0.24327104296790233,0
18,1.6686711582996678,0
19,1.9195494565325444,0
20,0.03932370684565755,0
21,1.7052479700606662,0
22,1.32000205404014,0
23,0.393548412466056,0
24,1.03634458806022,0
25,0.07409301928566672,0
26,2.1264752660648476,0
27,0.07057219158630897,0
28,1.3345955172710595,0
29,0.3718539933280774,0
30,0.19710390557759613,0
31,0.34447981405869926,0
32,0.7757482959009645,0
33,0.08594396188906078,0
34,2.063516525506653,0
35,2.2349560446436705,0
36,0.6178224367152639,0
37,2.2689893004200683,0
38,1.2693496269885791,0
39,0.47816313592769155,0
40,0.7421452668213139,0
41,1.438158584046945,0
42,1.1541946755087502,0
43,2.118849037845278,0
44,0.4706180105182137,0
45,0.015958085857958156,0
46,0.6075097888303372,0
47,0.30901153969786443,0
48,0.1058318768702578,0
49,0.24994848786389967,0
50,0.8788429835294116,0
51,0.10710716095187252,0
52,0.34148578432114884,0
53,0.1719207277423621,0
54,0.712439065210264,0
55,0.3615226671778078,0
56,2.4551461784275586,0
57,0.6358667036694597,0
58,0.016351846183719612,0
59,1.6958880445121582,0
60,1.0076283811994464,0
61,1.4462854337515534,0
62,0.7302502518640716,0
63,1.5180800656562063,0
64,1.2496462197356684,0
65,0.2909302906489392,0
66,2.625010010314834,0
67,0.005177364677098962,0
68,0.09628597497060458,0
69,1.109131591405827,0
70,1.4013017077117662,0
71,0.06625814329767228,0
72,0.3562492410732537,0
73,1.5017074691225771,0
74,1.1045418970868206,0
75,0.8649453828624106,0
76,2.337781640369204,0
77,0.2617584750289154,0
78,0.7320646917936483,0
79,0.08401027536061803,0
80,0.4123559730485645,0
81,0.3369604090443042,0
82,0.03814206425115545,0
83,4.958991936155986,0
84,1.2629859856784047,0
85,0.4466855664310092,0
86,0.7139703262380739,0
87,0.6366916412542325,0
88,2.040731817531772,0
89,0.9588680861097028,0
90,0.027177577329478907,0
91,1.158469002824879,0
92,0.18157890413698638,0
93,0.43489289064847253,0
94,0.031289321511972806,0
95,0.6122058011166226,0
96,0.926783574947484,0
97,0.004581441480513512,0
98,1.4329499074569378,0
99,6.318150710577426,0
100,0.3702280708909674,0
101,1.6966797904631177,0
102,0.11432230398224964,0
103,2.481158580641242,0
104,0.9406651229412389,0
105,0.8874603462768033,0
106,1.3077369517290784,0
107,2.0654399233319958,0
108,0.8132146878532465,0
109,1.3764178664903877,0
110,0.23022107260863742,0
111,0.17702439838803838,0
112,0.7581462516793529,0
113,0.007038038823825856,0
114,0.7953551050874911,0
115,0.24067902033458669,0
116,2.52592936643943,0
117,0.045665633633458644,0
118,0.4091322525954333,0
119,0.1860737388225544,0
120,0.6247089597972629,0
121,0.14453337984144116,0
122,1.7876075729202598,0
123,0.5386108762004675,0
124,0.13717716431588503,0
125,1.8460825723197343,0
126,5.090798444847814,0
127,1.1778978361062127,0
128,0.24849802498270493,0
129,0.20854909330808286,0
130,0.5720269717686995,0
131,1.286892036466104,0
132,0.015236894124832676,0
133,1.7901400343389737,0
134,0.013644267814535916,0
135,1.9802056028745854,0
136,0.808588819681196,0
137,0.07986671445310708,0
138,2.3590204862004334,0
139,0.2241214846637544,0
140,0.10751178056424582,0
141,1.7470339626434892,0
142,0.16988372196192467,0
143,3.657449880553189,0
144,0.10462124063745108,0
145,0.07571512740330505,0
146,0.9552681803052658,0
147,0.17872086367447343,0
148,0.43732086057500874,0
149,1.1536735929897692,0
150,0.9914437317346061,0
151,2.1270000525708235,0
152,1.494260679376602,0
153,0.017672222930998724,0
154,9.230398138575454,0
155,0.16077582080659816,0
156,0.2091719110242951,0
157,1.06512888521856,0
158,4.434325536910842,0
159,0.1820610965375331,0
160,0.4993915564586611,0
161,0.4026699933623421,0
162,1.3989754044651537,0
163,0.3990797282427397,0
164,0.2965045095426444,0
165,0.15093555807384207,0
166,0.2427042582214779,0
167,0.8044482866182929,0
168,0.6313034023931059,0
169,2.7374768016636004,0
170,0.749648190862055,0
171,2.720668999187043,0
172,1.5555349880709028,0
173,2.817825139418972,0
174,1.9025935779224492,0
175,0.3635377943723375,0
176,0.14622864170707225,0
177,0.34789621505182405,0
178,0.31680843374986606,0
179,2.4168949588962976,0
180,0.06705666370245292,0
181,0.8267675267852836,0
182,0.25351886420227177,0
183,2.58492867002781,0
184,0.03845566114312641,0
185,0.4559116210020445,0
186,1.3577036600226238,0
187,4.736233474095187,0
188,1.5290158197771357,0
189,1.0691848575335827,0
190,1.5483221406971135,0
191,0.3792330596352444,0
192,0.3342831200387261,0
193,4.172787463685628,0
194,1.4505394098899105,0
195,0.09625361528379066,0
196,0.015185654203335263,0
197,0.2547183393033873,0
198,0.7667358142798463,0
199,0.9012895474359681,0
200,0.565212609393349,0
201,0.9038115887021958,0
202,0.2963369404367554,0
203,0.20086782112564286,0
204,3.731179488018464,0
205,2.4190040683250555,0
206,0.031530147287679,0
207,0.7605170436549689,0
208,0.3548436111012824,0
209,3.5932834015467883,0
210,0.47390079192007184,0
211,1.1155209419406817,0
212,1.152126581393657,0
213,0.37335472270058045,0
214,0.1409145681189155,0
215,3.8279116190637845,0
216,1.0612682455545497,0
217,0.05104311442652039,0
218,0.04445622583426756,0
219,2.012235640192382,0
220,0.6379786235746093,0
221,1.172310668754817,0
222,4.507898925695026,0
223,2.351176952182118,0
224,7.9105838381652855,0
225,2.0379199761046745,0
226,0.6554267406288964,0
227,2.802952814334142,0
228,0.8996953027289822,0
229,1.134817071896379,0
230,0.14709958950871707,0
231,0.8007425194817241,0
232,1.069242658590586,0
233,0.37672313903065824,0
234,1.0064163217617657,0
235,2.310283389880024,0
236,0.25108755962395274,0
237,1.5585339672312988,0
238,1.1003437852153088,0
239,0.35611541355750564,0
240,1.4960759532856105,0
241,0.3292531477399351,0
242,1.3055643234212349,0
243,0.3538616193544068,0
244,0.10127491406418082,0
245,0.41406696695365647,0
246,0.024085442212939342,0
247,0.4994320480942938,0
248,0.6547945255388873,0
249,0.36067023791086933,0
250,1.2948886572132936,0
251,0.0941806926194449,0
252,0.5918499867035378,0
253,0.5737985039972152,0
254,2.704807263404481,0
255,3.2037035948654866,0
256,1.1218147624024641,0
257,3.763628419640276,0
258,0.20392178049601437,0
259,0.7855613818617021,0
260,0.5884757422622195,0
261,0.12164908709633339,0
262,2.517721722962718,0
263,0.02737358898243834,0
264,1.4748364504401792,0
265,0.5528523293357935,0
266,0.3185459463410211,0
267,0.19530649282873458,0
268,0.5587278716159833,0
269,3.726159912998452,0
270,0.5060721927631802,0
271,1.3688179267576532,0
272,0.08757006172514537,0
273,2.570057204033499,0
274,1.1743075501588456,0
275,0.2466249458711773,0
276,4.144324841915458,0
277,0.010183097011328203,0
278,0.3920832672011009,0
279,0.47923161288470784,0
280,0.8950049583769611,0
281,0.07049665697519272,0
282,1.3099182899938515,0
283,2.418321663094976,0
284,0.9914361110022195,0
285,1.4712803106967083,0
286,2.7338855785681724,0
287,1.1144911984522374,0
288,0.561537514538569,0
289,0.8249233724241913,0
290,2.026866769667289,0
291,2.203749317152196,0
292,1.8060325975064542,0
293,0.779841263462724,0
294,0.7525093668555353,0
295,3.4604342462213507,0
296,0.2945992482252901,0
