,theta,Z
0,0.874058085850019,1
1,5.1530655091855575,0
2,2.7904501278280183,0
3,8.191458242382065,0
4,8.401372185465375,0
5,5.532169897984001,0
6,9.543455782213318,0
7,8.628620923266476,0
8,9.574344003532346,0
9,2.717727771330154,1
10,0.8657352762444119,1
11,4.147321512247407,0
12,4.002930797804156,0
13,4.9965403138680955,0
14,0.6646319827250258,1
15,6.846737552795975,0
16,8.044740374581664,0
17,0.7805989944931591,1
18,4.752295927582956,0
19,5.242174991344671,0
20,2.668419624977925,0
21,4.546569038630466,0
22,0.5295977124191,1
23,2.6237998600409713,1
24,7.835724407308624,0
25,3.0950179574285657,0
26,2.1461725043742987,1
27,7.687511541410854,0
28,3.7287518464849154,0
29,7.3032213135099795,0
30,9.20625579705127,0
31,8.724749052487953,0
32,3.9924004766898027,0
33,0.721189834118366,1
34,1.9722911861693355,0
35,3.8230413083368706,1
36,5.261470687395109,0
37,2.78406125606871,1
38,7.962096848897814,0
39,1.0224244457273153,0
40,6.226475335092632,0
41,1.3162715734599022,1
42,5.745671910368117,0
43,5.41089774099202,0
44,6.617896385554826,0
45,3.34926508316216,0
46,9.553887563102279,0
47,1.216367190473067,1
48,1.4998591274519462,1
49,1.4676703441029735,0
50,4.2671672885886,0
51,9.808627113479853,0
52,2.100671741678201,0
53,7.304673720400408,0
54,7.480758566446071,0
55,4.085410779549309,0
56,6.792307044623918,0
57,2.4033486926876124,0
58,1.7968727333142767,0
59,7.278370168841502,0
60,2.324301810261721,1
61,8.919155673847719,0
62,1.9670598683209777,0
63,1.205936641380312,1
64,8.84343976522358,0
65,6.377717542236225,0
66,2.594050410112026,0
67,5.855766394700343,0
68,7.551372346728632,0
69,9.131752298426287,0
70,8.747985565944575,0
71,8.02956369523433,0
72,5.553493493098727,0
73,9.926066720892715,0
74,7.715726282162156,0
75,5.009174074368762,0
76,9.717092617723303,0
77,6.778914678873991,0
78,6.115283772349023,0
79,3.7710906453180733,1
80,9.194665560240885,0
81,6.807787188526386,0
82,0.680843469574975,1
83,1.8268969375196362,0
84,5.690347438128503,0
85,5.111189825798968,0
86,2.490514124750485,1
87,3.7922079011246117,0
88,4.577452302872865,0
89,2.756887145721007,0
90,7.595678080186994,0
91,7.6375634973642965,0
92,0.519854723070978,1
93,7.123923297058696,0
94,9.852088650913483,0
95,4.118316072566904,0
96,3.9349581220405905,0
97,8.426652462862027,0
98,5.129699414693647,0
99,2.2398671697703048,1
100,9.533218839895612,0
101,7.207976902551729,0
102,1.2389601603966092,1
103,4.276208712089041,0
104,7.050945638415098,0
105,7.320457728887227,0
106,0.8422850566930857,1
107,5.00118943780022,0
108,0.9097526658778234,0
109,3.5511875231760652,0
110,4.000921916774079,0
111,0.9678674902691125,1
112,6.098923511928422,0
113,4.14813117623574,0
114,9.344096108582683,0
115,2.5191245840646994,1
116,8.473398752495932,0
117,8.950091317990362,0
118,6.911201824137843,0
119,7.370681513697225,0
120,5.417020870296327,0
121,0.7045925600711953,1
122,2.186032092682267,0
123,7.7290389593986895,0
124,8.577910205719709,0
125,0.8416424750778215,0
126,8.939656874229515,0
127,0.8384779079139595,1
128,5.266262186866302,0
129,4.101386902712413,0
130,8.702401348749895,0
131,5.85606915148568,0
132,4.907126743933739,0
133,6.6846315700656005,0
134,8.62464801821543,0
135,5.829102428864014,0
136,1.3320340515501838,1
137,1.672117658296779,1
138,3.5742369888105823,1
139,2.0651705835141327,0
140,6.217681035582303,0
141,9.03900682455026,0
142,3.1869864940969856,1
143,7.7091488066276455,0
144,4.726712671383434,0
145,5.946795139367394,0
146,7.536640339088805,0
147,1.0879427852275838,1
148,3.6528331946202464,1
149,0.9635877077896957,1
150,6.427075173218429,0
151,3.8498928392036285,0
152,5.507621536208844,0
153,6.08475435388516,0
154,3.523265287248801,0
155,1.1805630024129448,0
156,6.592493243558711,0
157,2.277813679123353,1
158,2.7055930397248678,0
159,9.668219880252229,0
160,5.683938572422145,0
161,9.51377587798409,0
162,2.752238534484993,1
163,3.863066398261811,1
164,1.9141505760432507,0
165,1.6336907251453494,0
166,5.961198334987531,0
167,4.3343890640600815,0
168,9.309270093079537,0
169,3.3536400470225964,0
170,9.553358115200863,0
171,5.177839006632402,0
172,9.111447287496373,0
173,8.053076324342953,0
174,4.0954326997757295,0
175,2.8374120223453074,1
176,0.8405888126738462,1
177,0.6191441472036852,1
178,2.4799449232030524,0
179,1.973888056088998,1
180,9.240320099331761,0
181,4.358050553415238,0
182,1.9493201520206336,1
183,3.4685885574392623,0
184,2.6745675442867327,0
185,4.653490386069799,0
186,5.877080733643105,1
187,8.137676954083261,0
188,5.744035857412272,0
189,8.116396561777886,0
190,5.255301118840258,0
191,5.444847320209538,0
192,5.1059190442827616,0
193,1.3454791881459514,1
194,2.9922570421687706,0
195,7.824210811081713,0
196,7.734196927038051,0
197,6.298839970553477,0
198,3.778981524588791,0
199,1.247150494226234,0
200,1.5120223239304065,1
201,2.5929730526299775,1
202,7.13584869967198,0
203,7.546456768295914,0
204,8.797485572478546,0
205,8.26621658366082,0
206,6.384902897190931,0
207,5.737583919970841,0
208,4.148351175909846,0
209,9.960300817042489,0
210,1.3748433842914527,1
211,4.408998345534065,0
212,1.6908785428040396,1
213,5.518874275126122,0
214,3.624466971781049,0
215,1.093659064392725,0
216,9.777651194757391,0
217,6.699842244125048,0
218,8.096636892719236,0
219,1.2281045701416193,1
220,6.0216344184838695,0
221,1.0554107566018487,1
222,3.7229477864204297,0
223,4.683133918347276,0
224,2.717038938812295,0
225,7.416097616393584,0
226,3.3185345137857998,0
227,7.412772762496965,0
228,2.0921878082607464,0
229,5.280366265321511,0
230,5.435447907560932,0
231,2.7730348472418025,0
232,6.323726060563518,0
233,3.318133820003154,0
234,8.695699012574764,0
235,3.6259141821125507,0
236,1.7074007338047377,1
237,0.54147122669931,1
238,5.453790228803686,0
239,7.741623870112047,0
240,8.03139962897054,0
241,8.747520154151264,0
242,5.1758765837193375,0
243,3.9425865068623,0
244,6.144818121929251,1
245,5.050396895855123,0
246,4.712250731035474,0
247,8.541705083057128,0
248,9.450855083434442,0
249,0.5215340451723429,1
250,7.151830770022117,0
251,5.94761142237316,0
252,2.1018230519450554,0
253,6.511512803795272,0
254,5.535212441033743,0
255,1.3601262044140814,1
256,9.14425878669281,0
257,0.9829845232085308,1
258,8.340028943400473,0
259,5.694881764117107,0
260,2.3789990367223677,0
261,8.467856668493894,0
262,4.030574716793569,0
263,8.775000567549105,0
264,4.140392534724574,0
265,1.4255751895708308,1
266,7.978384848589157,0
267,2.7500097166596165,0
268,9.788064870083554,0
269,6.294842666452978,0
270,9.937548017078974,0
271,7.782752415203039,0
272,7.155374423137424,0
273,1.0335840845323723,1
274,1.8981481478955453,0
275,4.202829969671804,0
276,8.185087903534338,0
277,9.586038646649092,0
278,3.614055130558447,1
279,6.818924517064305,0
280,6.795289887763723,0
281,0.5210873448896087,1
282,2.511792504544799,0
283,5.356648358654895,0
284,9.570727523050719,0
285,1.4735147870116536,1
286,4.230740432729989,0
287,3.3261021249780596,0
288,9.574606351507798,0
289,5.573493013183084,0
290,6.178862425355232,0
291,5.087978284700103,0
292,9.692824603991387,0
293,6.699237526400513,0
294,4.67168106657918,0
295,1.462402418237681,0
296,3.353458517149269,0
297,1.4746625791018606,0
298,9.914640728095037,0
299,6.272255244231532,0
300,9.712719149734408,0
301,3.731557924636368,1
302,6.06692124349776,0
303,1.7329430257115022,1
304,9.053829882909197,0
305,9.97152614521033,0
306,1.3473377763196734,1
307,1.760212374493793,0
308,6.520501999765365,0
309,3.8961409333568158,1
310,6.074736287624132,0
311,5.306229023228835,0
312,5.7514454005320665,0
313,9.701348088288333,0
314,2.1538236593148814,0
315,3.600290748370962,0
316,9.151755490892096,0
317,1.9084180504599297,0
318,2.5907644106968353,0
319,7.073239094917657,0
320,7.496266696656146,0
321,4.797912757404905,0
322,5.404090177977774,0
323,2.8405364284746666,1
324,2.1899186198365284,1
325,8.908606422422118,0
326,9.549071869770108,0
327,4.934389664548306,0
328,5.0859931243753405,0
329,2.6187085956904634,1
330,4.052060427467497,0
331,9.537777863085655,0
332,3.254335216822761,0
333,3.7020868451807187,0
334,2.421694758607912,1
335,0.9531285161424617,1
336,9.915404157370146,0
337,0.8475351583466189,1
338,8.846453918659826,0
339,2.0916904305626547,0
340,5.525236627910085,0
341,5.863944624951662,0
342,1.9183980771584939,1
343,4.001320360193729,0
344,4.186432970683672,0
345,1.7728868461202658,0
346,5.149650993660768,0
347,1.7584312207257855,1
348,1.4063402050780214,1
349,3.240075157108171,0
350,2.424963497761979,0
351,0.6280995350034291,1
352,7.205345683035226,0
353,1.3176535515776415,1
354,7.595373890097186,0
355,2.2398496879007777,1
356,4.240698566876981,0
357,8.706864903345169,0
358,4.277951548149673,0
359,2.3838652432086804,0
360,8.349345971541652,0
361,7.935337113093954,0
362,4.42859752011964,0
363,6.748332742194252,0
364,6.777230722341053,0
365,3.885283530117608,0
366,1.9171541770294729,1
367,1.0145589779793633,1
368,1.733888015912123,0
369,2.0460870650137295,0
370,7.405409637672953,0
371,1.9884021985221838,0
372,6.007793276317022,0
373,2.9806915133811263,0
